player,position,team,is_active,year_signed,years,value,apy,player_page,otc_id,height,weight,college,draft_year,draft_round,draft_overall,draft_team
Cameron McGrone,LB,Patriots,TRUE,2021,4,3720152,930038,https://overthecap.com/player/cameron-mcgrone/9641/,9641,"6'1""",236,Michigan,2021,5,177,Patriots
Elijah Lee,LB,Chiefs,TRUE,2022,1,1055000,1055000,https://overthecap.com/player/elijah-lee/5818/,5818,"6'3""",228,Kansas State,2017,7,232,Vikings
Nick Niemann,LB,Chargers,TRUE,2021,4,3694008,923502,https://overthecap.com/player/nick-niemann/9649/,9649,"6'4""",233,Iowa,2021,6,185,Chargers
Hamsah Nasirildeen,LB,Jets,TRUE,2021,4,3687848,921961,https://overthecap.com/player/hamsah-nasirildeen/9650/,9650,"6'4""",220,Florida State,2021,6,186,Jets
Troy Dye,LB,Vikings,TRUE,2020,4,3973572,993393,https://overthecap.com/player/troy-dye/8872/,8872,"6'4""",236,Oregon,2020,4,132,Vikings
Eric Wilson,LB,Saints,TRUE,2022,1,1035000,1035000,https://overthecap.com/player/eric-wilson/5904/,5904,"6'2""",225,Cincinnati,2017,NA,NA,Vikings
Nick Kwiatkoski,LB,Falcons,TRUE,2022,1,1035000,1035000,https://overthecap.com/player/nick-kwiatkoski/4826/,4826,"6'2""",243,West Virginia,2016,4,113,Bears
Sharif Finch,LB,Saints,TRUE,2022,1,1035000,1035000,https://overthecap.com/player/sharif-finch/7194/,7194,"6'4""",218,Temple,2018,NA,NA,Titans
Tyrell Adams,LB,Jaguars,TRUE,2022,1,1035000,1035000,https://overthecap.com/player/tyrell-adams/4514/,4514,"6'2""",228,West Georgia,2015,NA,NA,Seahawks
Joe Walker,LB,Cardinals,TRUE,2022,1,1035000,1035000,https://overthecap.com/player/joe-walker/4964/,4964,"6'2""",236,Oregon,2016,7,251,Eagles
Joseph Jones,LB,Titans,TRUE,2022,1,1035000,1035000,https://overthecap.com/player/joseph-jones/6231/,6231,"6'1""",209,Northwestern,2017,NA,NA,Cowboys
Sione Takitaki,LB,Browns,TRUE,2019,4,3735876,933969,https://overthecap.com/player/sione-takitaki/7871/,7871,"6'2""",230,BYU,2019,3,80,Browns
Isaiah McDuffie,LB,Packers,TRUE,2021,4,3610704,902676,https://overthecap.com/player/isaiah-mcduffie/9684/,9684,"6'1""",224,Boston College,2021,6,220,Packers
Patrick Johnson,LB,Eagles,TRUE,2021,4,3585872,896468,https://overthecap.com/player/patrick-johnson/9698/,9698,"6'3""",255,Tulane,2021,7,234,Eagles
Devante Bond,LB,Cowboys,TRUE,2022,2,2045000,1022500,https://overthecap.com/player/devante-bond/4896/,4896,"6'1""",235,Oklahoma,2016,6,183,Buccaneers
Grant Stuard,LB,Buccaneers,TRUE,2021,4,3556248,889062,https://overthecap.com/player/grant-stuard/9723/,9723,"6'1""",225,Houston,2021,7,259,Buccaneers
Micah McFadden,LB,Giants,TRUE,2022,4,4015704,1003926,https://overthecap.com/player/micah-mcfadden/10191/,10191,"6'1""",234,Indiana,2022,5,146,Giants
Cody Barton,LB,Seahawks,TRUE,2019,4,3626124,906531,https://overthecap.com/player/cody-barton/7879/,7879,"6'2""",230,Utah,2019,3,88,Seahawks
Bobby Okereke,LB,Colts,TRUE,2019,4,3622116,905529,https://overthecap.com/player/bobby-okereke/7880/,7880,"6'3""",234,Stanford,2019,3,89,Colts
Shaquille Quarterman,LB,Jaguars,TRUE,2020,4,3789400,947350,https://overthecap.com/player/shaquille-quarterman/8880/,8880,"6'1""",241,Miami,2020,4,140,Jaguars
D'Marco Jackson,LB,Saints,TRUE,2022,4,3976916,994229,https://overthecap.com/player/dmarco-jackson/10206/,10206,"6'0""",234,Appalachian State,2022,5,161,Saints
Micah Kiser,LB,Raiders,TRUE,2022,1,980000,980000,https://overthecap.com/player/micah-kiser/7032/,7032,"6'2""",240,Virginia,2018,5,147,Rams
Damone Clark,LB,Cowboys,TRUE,2022,4,3902556,975639,https://overthecap.com/player/damone-clark/10221/,10221,"6'3""",239,LSU,2022,5,176,Cowboys
Quincy Williams,LB,NYJ/JAX,TRUE,2019,4,3506034,876509,https://overthecap.com/player/quincy-williams/7889/,7889,"5'10""",239,Murray State,2019,3,98,Jaguars
Darrian Beavers,LB,Giants,TRUE,2022,4,3866536,966634,https://overthecap.com/player/darrian-beavers/10227/,10227,"6'4""",243,Cincinnati,2022,6,182,Giants
Shaun Dion Hamilton,LB,Lions,TRUE,2022,1,965000,965000,https://overthecap.com/player/shaun-dion-hamilton/7082/,7082,"6'0""",235,Alabama,2018,6,197,Commanders
Malcolm Rodriguez,LB,Lions,TRUE,2022,4,3847928,961982,https://overthecap.com/player/malcolm-rodriguez/10233/,10233,"5'11""",236,Oklahoma State,2022,6,188,Lions
Devin Harper,LB,Cowboys,TRUE,2022,4,3837520,959380,https://overthecap.com/player/devin-harper/10238/,10238,"6'0""",234,Oklahoma State,2022,6,193,Cowboys
Del'Shawn Phillips,LB,Jets,TRUE,2021,2,1675000,837500,https://overthecap.com/player/delshawn-phillips/8388/,8388,"6'2""",230,Illinois,2019,NA,NA,Falcons
Kamal Martin,LB,Panthers,TRUE,2021,2,1675000,837500,https://overthecap.com/player/kamal-martin/8915/,8915,"6'3""",245,Minnesota,2020,5,175,Packers
Javin White,LB,Jets,TRUE,2021,2,1675000,837500,https://overthecap.com/player/javin-white/9354/,9354,"6'3""",205,Nevada-Las Vegas,2020,NA,NA,Raiders
Chance Campbell,LB,Titans,TRUE,2022,4,3792012,948003,https://overthecap.com/player/chance-campbell/10264/,10264,"6'2""",232,Mississippi,2022,6,219,Titans
Khaleke Hudson,LB,Commanders,TRUE,2020,4,3607604,901901,https://overthecap.com/player/khaleke-hudson/8902/,8902,"6'0""",220,Michigan,2020,5,162,Commanders
Mark Robinson,LB,Steelers,TRUE,2022,4,3772356,943089,https://overthecap.com/player/mark-robinson/10270/,10270,"6'0""",230,Mississippi,2022,7,225,Steelers
Baylon Spector,LB,Bills,TRUE,2022,4,3763728,940932,https://overthecap.com/player/baylon-spector/10276/,10276,"6'1""",231,Clemson,2022,7,231,Bills
Justin Hilliard,LB,NYG/SF,TRUE,2021,3,2455000,818333,https://overthecap.com/player/justin-hilliard/9964/,9964,"6'1""",231,Ohio State,2021,NA,NA,NA
Amen Ogbongbemiga,LB,Chargers,TRUE,2021,3,2440000,813333,https://overthecap.com/player/amen-ogbongbemiga/9824/,9824,"6'1""",235,Oklahoma State,2021,NA,NA,Chargers
Justin Strnad,LB,Broncos,TRUE,2020,4,3532776,883194,https://overthecap.com/player/justin-strnad/8918/,8918,"6'3""",235,Wake Forest,2020,5,178,Broncos
Caleb Johnson,LB,Bears,TRUE,2021,3,2432000,810667,https://overthecap.com/player/caleb-johnson/9872/,9872,"6'2""",220,Houston Baptist,2021,NA,NA,Bears
Damon Lloyd,LB,Chargers,TRUE,2021,3,2425000,808333,https://overthecap.com/player/damon-lloyd/10010/,10010,"6'0""",NA,"Indiana, PA",2021,NA,NA,Chargers
Cam Brown,LB,Giants,TRUE,2020,4,3493364,873341,https://overthecap.com/player/cam-brown/8923/,8923,"6'5""",210,Penn State,2020,6,183,Giants
Shaun Bradley,LB,Eagles,TRUE,2020,4,3466420,866605,https://overthecap.com/player/shaun-bradley/8936/,8936,"6'1""",230,Temple,2020,6,196,Eagles
Jordan Glasgow,LB,Colts,TRUE,2020,4,3424412,856103,https://overthecap.com/player/jordan-glasgow/8953/,8953,"6'1""",226,Michigan,2020,6,213,Colts
Markus Bailey,LB,Bengals,TRUE,2020,4,3408696,852174,https://overthecap.com/player/markus-bailey/8955/,8955,"6'1""",240,Purdue,2020,7,215,Bengals
Tanner Muse,LB,Seahawks,TRUE,2022,1,895000,895000,https://overthecap.com/player/tanner-muse/8840/,8840,"6'2""",230,Clemson,2020,3,100,Raiders
Cole Christiansen,LB,Chargers,TRUE,2022,1,895000,895000,https://overthecap.com/player/cole-christiansen/9077/,9077,"6'2""",225,Army,2020,NA,NA,Chargers
Darius Harris,LB,Chiefs,TRUE,2022,1,895000,895000,https://overthecap.com/player/darius-harris/8228/,8228,"6'2""",238,Middle Tennessee,2019,NA,NA,Chiefs
Tyrel Dodson,LB,Bills,TRUE,2022,1,895000,895000,https://overthecap.com/player/tyrel-dodson/8394/,8394,"6'0""",237,Texas A&M,2019,NA,NA,Bills
Jamal Carter,LB,Titans,TRUE,2022,1,895000,895000,https://overthecap.com/player/jamal-carter/6261/,6261,"6'1""",215,Miami,2017,NA,NA,Broncos
Demetrius Flannigan-Fowles,LB,49ers,TRUE,2022,1,895000,895000,https://overthecap.com/player/demetrius-flannigan-fowles/8213/,8213,"6'2""",209,Arizona,2019,NA,NA,NA
Noah Dawkins,LB,Bears,TRUE,2022,1,895000,895000,https://overthecap.com/player/noah-dawkins/8554/,8554,"6'1""",227,Citadel,2019,NA,NA,Bengals
Joe Giles-Harris,LB,Bills,TRUE,2022,1,895000,895000,https://overthecap.com/player/joe-giles-harris/8262/,8262,"6'2""",234,Duke,2019,NA,NA,Jaguars
Kristian Welch,LB,Ravens,TRUE,2022,1,895000,895000,https://overthecap.com/player/kristian-welch/9333/,9333,"6'3""",239,Iowa,2020,NA,NA,Ravens
Chapelle Russell,LB,Jaguars,TRUE,2022,1,895000,895000,https://overthecap.com/player/chapelle-russell/8981/,8981,"6'2""",236,Temple,2020,7,241,Buccaneers
Joe Bachie,LB,Bengals,TRUE,2022,1,895000,895000,https://overthecap.com/player/joe-bachie/9386/,9386,"6'2""",231,Michigan State,2020,NA,NA,Saints
Krys Barnes,LB,Packers,TRUE,2022,1,895000,895000,https://overthecap.com/player/krys-barnes/9140/,9140,"6'1""",235,UCLA,2020,NA,NA,Packers
Carter Coughlin,LB,Giants,TRUE,2020,4,3405144,851286,https://overthecap.com/player/carter-coughlin/8958/,8958,"6'3""",236,Minnesota,2020,7,218,Giants
T.J. Brunson,LB,Giants,TRUE,2020,4,3376952,844238,https://overthecap.com/player/t-j-brunson/8978/,8978,"6'1""",230,South Carolina,2020,7,238,Giants
Tae Crowder,LB,Giants,TRUE,2020,4,3370492,842623,https://overthecap.com/player/tae-crowder/8995/,8995,"6'3""",235,Georgia,2020,7,255,Giants
Barrington Wade,LB,Broncos,TRUE,2022,2,1765000,882500,https://overthecap.com/player/barrington-wade/9750/,9750,"6'1""",236,Iowa,2021,NA,NA,Ravens
Drue Tranquill,LB,Chargers,TRUE,2019,4,3178808,794702,https://overthecap.com/player/drue-tranquill/7921/,7921,"6'2""",235,Notre Dame,2019,4,130,Chargers
DQ Thomas,LB,Jets,TRUE,2022,3,2585000,861667,https://overthecap.com/player/dq-thomas/10499/,10499,"6'2""",226,Middle Tennessee,2022,NA,NA,Jets
Jack Cochrane,LB,Chiefs,TRUE,2022,3,2585000,861667,https://overthecap.com/player/jack-cochrane/10718/,10718,"6'3""",230,South Dakota,2022,NA,NA,Chiefs
Tre Walker,LB,Commanders,TRUE,2022,3,2580000,860000,https://overthecap.com/player/tre-walker/10425/,10425,"6'0""",235,Idaho,2022,NA,NA,Commanders
Khalan Tolson,LB,Panthers,TRUE,2022,3,2580000,860000,https://overthecap.com/player/khalan-tolson/10430/,10430,"5'10""",231,Illinois,2022,NA,NA,Panthers
Jeremiah Gemmel,LB,49ers,TRUE,2022,3,2580000,860000,https://overthecap.com/player/jeremiah-gemmel/10524/,10524,"6'1""",225,North Carolina,2022,NA,NA,NA
Clarence Hicks,LB,Bengals,TRUE,2022,3,2575000,858333,https://overthecap.com/player/clarence-hicks/10661/,10661,"6'2""",225,UTSA,2022,NA,NA,Bengals
Ferrod Gardner,LB,Commanders,TRUE,2022,3,2575000,858333,https://overthecap.com/player/ferrod-gardner/10461/,10461,"6'0""",216,Louisiana,2022,NA,NA,Commanders
Isaiah Graham-Mobley,LB,Panthers,TRUE,2022,3,2575000,858333,https://overthecap.com/player/isaiah-graham-mobley/10348/,10348,"6'1""",229,Boston College,2022,NA,NA,Panthers
JoJo Domann,LB,Colts,TRUE,2022,3,2575000,858333,https://overthecap.com/player/jojo-domann/10520/,10520,"6'1""",230,Nebraska,2022,NA,NA,Colts
Olakunle Fatukasi,LB,Buccaneers,TRUE,2022,3,2575000,858333,https://overthecap.com/player/olakunle-fatukasi/10581/,10581,"6'1""",234,Rutgers,2022,NA,NA,Buccaneers
Isaiah Pryor,LB,Saints,TRUE,2022,3,2575000,858333,https://overthecap.com/player/isaiah-pryor/10538/,10538,"6'1""",220,Notre Dame,2022,NA,NA,Saints
Darien Butler,LB,Raiders,TRUE,2022,3,2575000,858333,https://overthecap.com/player/darien-butler/10323/,10323,"5'10""",226,Arizona State,2022,NA,NA,NA
CJ Avery,LB,Bears,TRUE,2022,3,2572000,857333,https://overthecap.com/player/cj-avery/10464/,10464,"6'0""",230,Louisville,2022,NA,NA,Bears
Kanai Mauga,LB,Broncos,TRUE,2022,3,2570000,856667,https://overthecap.com/player/kanai-mauga/10648/,10648,"6'1""",245,USC,2022,NA,NA,Broncos
JJ Russell,LB,Buccaneers,TRUE,2022,3,2570000,856667,https://overthecap.com/player/jj-russell/10478/,10478,"6'0""",227,Memphis,2022,NA,NA,Buccaneers
Vi Jones,LB,Seahawks,TRUE,2022,3,2570000,856667,https://overthecap.com/player/vi-jones/10530/,10530,"6'3""",225,North Carolina State,2022,NA,NA,Seahawks
Luke Masterson,LB,Raiders,TRUE,2022,3,2570000,856667,https://overthecap.com/player/luke-masterson/10745/,10745,"6'1""",234,Wake Forest,2022,NA,NA,Raiders
Josh Ross,LB,Ravens,TRUE,2022,3,2570000,856667,https://overthecap.com/player/josh-ross/10495/,10495,"6'1""",225,Michigan,2022,NA,NA,Ravens
Zakoby McClain,LB,Ravens,TRUE,2022,3,2570000,856667,https://overthecap.com/player/zakoby-mcclain/10335/,10335,"6'0""",227,Auburn,2022,NA,NA,Ravens
Ellis Brooks,LB,Packers,TRUE,2022,3,2568000,856000,https://overthecap.com/player/ellis-brooks/10571/,10571,"6'1""",226,Penn State,2022,NA,NA,Packers
Nate Landman,LB,Falcons,TRUE,2022,3,2568000,856000,https://overthecap.com/player/nate-landman/10377/,10377,"6'3""",234,Colorado,2022,NA,NA,Falcons
Jack Sanborn,LB,Bears,TRUE,2022,3,2567500,855833,https://overthecap.com/player/jack-sanborn/10692/,10692,"6'2""",239,Wisconsin,2022,NA,NA,Bears
Drew White,LB,Commanders,TRUE,2022,3,2567500,855833,https://overthecap.com/player/drew-white/10537/,10537,"6'0""",229,Notre Dame,2022,NA,NA,Commanders
Aaron Hansford,LB,Cowboys,TRUE,2022,3,2565000,855000,https://overthecap.com/player/aaron-hansford/10617/,10617,"6'3""",239,Texas A&M,2022,NA,NA,Cowboys
Grant Morgan,LB,Jaguars,TRUE,2022,3,2565000,855000,https://overthecap.com/player/grant-morgan/10326/,10326,"5'11""",224,Arkansas,2022,NA,NA,Jaguars
Chandler Wooten,LB,Cardinals,TRUE,2022,3,2565000,855000,https://overthecap.com/player/chandler-wooten/10331/,10331,"6'3""",224,Auburn,2022,NA,NA,Cardinals
Nephi Sewell,LB,Saints,TRUE,2022,3,2565000,855000,https://overthecap.com/player/nephi-sewell/10655/,10655,"6'0""",224,Utah,2022,NA,NA,Saints
Forrest Rhyne,LB,Colts,TRUE,2022,3,2565000,855000,https://overthecap.com/player/forrest-rhyne/10667/,10667,"6'1""",233,Villanova,2022,NA,NA,Colts
Storey Jackson,LB,Cowboys,TRUE,2022,3,2565000,855000,https://overthecap.com/player/storey-jackson/10459/,10459,"6'2""",224,Liberty,2022,NA,NA,Cowboys
Segun Olubi,LB,49ers,TRUE,2022,3,2563000,854333,https://overthecap.com/player/segun-olubi/10587/,10587,"6'0""",225,San Diego State,2022,NA,NA,NA
Jordan Young,LB,Buccaneers,TRUE,2022,3,2562500,854167,https://overthecap.com/player/jordan-young/10558/,10558,"6'2""",231,Old Dominion,2022,NA,NA,Buccaneers
Caliph Brice,LB,Packers,TRUE,2022,3,2562000,854000,https://overthecap.com/player/caliph-brice/10395/,10395,"6'2""",233,Florida Atlantic,2022,NA,NA,Packers
Jack Gibbens,LB,Titans,TRUE,2022,3,2560000,853333,https://overthecap.com/player/jack-gibbens/10502/,10502,"6'3""",242,Minnesota,2022,NA,NA,Titans
Kadofi Wright,LB,Broncos,TRUE,2022,3,2560000,853333,https://overthecap.com/player/kadofi-wright/10351/,10351,"6'3""",229,Buffalo,2022,NA,NA,Broncos
Kuony Deng,LB,Falcons,TRUE,2022,3,2560000,853333,https://overthecap.com/player/kuony-deng/10360/,10360,"6'5""",244,California,2022,NA,NA,Falcons
Christian Albright,LB,Bears,TRUE,2022,3,2560000,853333,https://overthecap.com/player/christian-albright/10337/,10337,"6'2""",226,Ball State,2022,NA,NA,Bears
James Skalski,LB,Colts,TRUE,2022,3,2560000,853333,https://overthecap.com/player/james-skalski/10369/,10369,"6'0""",228,Clemson,2022,NA,NA,Colts
Silas Kelly,LB,Browns,TRUE,2022,3,2560000,853333,https://overthecap.com/player/silas-kelly/10375/,10375,"6'3""",229,Coastal Carolina,2022,NA,NA,Browns
Tyreek Maddox-Williams,LB,Chargers,TRUE,2022,3,2560000,853333,https://overthecap.com/player/tyreek-maddox-williams/10583/,10583,"6'0""",228,Rutgers,2022,NA,NA,Chargers
Diego Fagot,LB,Ravens,TRUE,2022,3,2560000,853333,https://overthecap.com/player/diego-fagot/10795/,10795,"6'3""",240,Navy,2022,NA,NA,Ravens
Jake Hansen,LB,Texans,TRUE,2022,3,2560000,853333,https://overthecap.com/player/jake-hansen/10428/,10428,"6'1""",239,Illinois,2022,NA,NA,Texans
Bryce Notree,LB,Commanders,TRUE,2022,3,2560000,853333,https://overthecap.com/player/bryce-notree/10791/,10791,"6'3""",233,Southern Illinois,2022,NA,NA,Commanders
William Kwenkeu,LB,Vikings,TRUE,2022,3,2560000,853333,https://overthecap.com/player/william-kwenkeu/10778/,10778,"6'1""",221,Temple,2022,NA,NA,Vikings
Mike Rose,LB,Chiefs,TRUE,2022,3,2560000,853333,https://overthecap.com/player/mike-rose/10448/,10448,"6'4""",243,Iowa State,2022,NA,NA,Chiefs
Jake Hummel,LB,Rams,TRUE,2022,3,2560000,853333,https://overthecap.com/player/jake-hummel/10773/,10773,"6'2""",225,Iowa State,2022,NA,NA,Rams
Sterling Weatherford,LB,Colts,TRUE,2022,3,2560000,853333,https://overthecap.com/player/sterling-weatherford/10491/,10491,"6'4""",224,Miami (OH),2022,NA,NA,Colts
De'Jon Harris,LB,Commanders,TRUE,2021,2,1485000,742500,https://overthecap.com/player/dejon-harris/9274/,9274,"6'0""",234,Arkansas,2020,NA,NA,Patriots
Andrew Dowell,LB,Saints,TRUE,2021,2,1485000,742500,https://overthecap.com/player/andrew-dowell/8450/,8450,"6'1""",225,Michigan State,2019,NA,NA,Cowboys
Christian Rozeboom,LB,Rams,TRUE,2021,2,1485000,742500,https://overthecap.com/player/christian-rozeboom/9225/,9225,"6'2""",230,South Dakota State,2020,NA,NA,Rams
Keandre Jones,LB,Bengals,TRUE,2021,2,1485000,742500,https://overthecap.com/player/keandre-jones/9419/,9419,"6'3""",220,Maryland,2020,NA,NA,Bears
Milo Eifler,LB,Commanders,TRUE,2022,1,825000,825000,https://overthecap.com/player/milo-eifler/9744/,9744,"6'2""",225,Illinois,2021,NA,NA,Jets
Anthony Pittman,LB,Lions,TRUE,2022,1,825000,825000,https://overthecap.com/player/anthony-pittman/8288/,8288,"6'3""",240,Wayne State,2019,NA,NA,Lions
Jonas Griffith,LB,Broncos,TRUE,2022,1,825000,825000,https://overthecap.com/player/jonas-griffith/9173/,9173,"6'4""",250,Indiana State,2020,NA,NA,NA
Jon Rhattigan,LB,Seahawks,TRUE,2022,1,825000,825000,https://overthecap.com/player/jon-rhattigan/9970/,9970,"6'1""",245,Army,2021,NA,NA,Seahawks
Curtis Robinson,LB,49ers,TRUE,2022,1,825000,825000,https://overthecap.com/player/curtis-robinson/9804/,9804,"6'3""",235,Stanford,2021,NA,NA,Broncos
Clay Johnston,LB,Bengals,TRUE,2022,1,825000,825000,https://overthecap.com/player/clay-johnston/8974/,8974,"6'1""",232,Baylor,2020,7,234,Rams
Willie Harvey,LB,Browns,TRUE,2022,1,825000,825000,https://overthecap.com/player/willie-harvey/8498/,8498,"6'0""",224,Iowa State,2019,NA,NA,Browns
Ladarius Hamilton,LB,Packers,TRUE,2022,1,825000,825000,https://overthecap.com/player/ladarius-hamilton/9339/,9339,"6'3""",260,North Texas,2020,NA,NA,Cowboys
Rashad Smith,LB,Falcons,TRUE,2022,1,825000,825000,https://overthecap.com/player/rashad-smith/9416/,9416,"6'1""",220,FAU,2020,NA,NA,Bears
Dorian Etheridge,LB,Falcons,TRUE,2022,1,825000,825000,https://overthecap.com/player/dorian-etheridge/9916/,9916,"6'3""",230,Louisville,2021,NA,NA,Falcons
Cam Gill,LB,Buccaneers,TRUE,2020,3,2310000,770000,https://overthecap.com/player/cam-gill/9184/,9184,"6'3""",240,Wagner,2020,NA,NA,Buccaneers
Blake Lynch,LB,Vikings,TRUE,2020,3,2285000,761667,https://overthecap.com/player/blake-lynch/9165/,9165,"6'3""",225,Baylor,2020,NA,NA,Vikings
Ben Burr-Kirven,LB,Seahawks,TRUE,2019,4,2862920,715730,https://overthecap.com/player/ben-burr-kirven/7933/,7933,"6'0""",221,Washington,2019,5,142,Seahawks
Ryan Connelly,LB,NYG/MIN,TRUE,2019,4,2856176,714044,https://overthecap.com/player/ryan-connelly/7934/,7934,"6'3""",237,Wisconsin,2019,5,143,Giants
JaCoby Stevens,LB,Eagles,TRUE,2022,2,1575000,787500,https://overthecap.com/player/jacoby-stevens/9688/,9688,"6'2""",230,LSU,2021,6,224,Eagles
Christian Elliss,LB,Eagles,TRUE,2022,2,1575000,787500,https://overthecap.com/player/christian-elliss/9907/,9907,"6'3""",233,Idaho,2021,NA,NA,Vikings
Dre Greenlaw,LB,49ers,TRUE,2019,4,2841712,710428,https://overthecap.com/player/dre-greenlaw/7939/,7939,"6'0""",227,Arkansas,2019,5,148,NA
Mack Wilson,LB,NE/CLE,TRUE,2019,4,2828804,707201,https://overthecap.com/player/mack-wilson/7946/,7946,"6'2""",239,Alabama,2019,5,155,Browns
Blake Cashman,LB,HOU/NYJ,TRUE,2019,4,2824252,706063,https://overthecap.com/player/blake-cashman/7948/,7948,"6'2""",235,Minnesota,2019,5,157,Jets
E.J. Speed,LB,Colts,TRUE,2019,4,2809396,702349,https://overthecap.com/player/e-j-speed/7955/,7955,"6'4""",230,Tarleton State,2019,5,164,Colts
Cole Holcomb,LB,Commanders,TRUE,2019,4,2754884,688721,https://overthecap.com/player/cole-holcomb/7964/,7964,"6'1""",235,North Carolina,2019,5,173,Commanders
Luiji Vilain,LB,Vikings,TRUE,2022,3,2580000,760000,https://overthecap.com/player/luiji-vilain/10747/,10747,"6'4""",252,Wake Forest,2022,NA,NA,Vikings
David Long Jr.,LB,Titans,TRUE,2019,4,2690372,672593,https://overthecap.com/player/david-long-jr/7979/,7979,"5'11""",221,West Virginia,2019,6,188,Titans
Ulysees Gilbert III,LB,Steelers,TRUE,2019,4,2647840,661960,https://overthecap.com/player/ulysees-gilbert-iii/7998/,7998,"6'1""",230,Akron,2019,6,207,Steelers
Ty Summers,LB,Packers,TRUE,2019,4,2617904,654476,https://overthecap.com/player/ty-summers/8017/,8017,"6'2""",235,TCU,2019,7,226,Packers
Kaden Elliss,LB,Saints,TRUE,2019,4,2596604,649151,https://overthecap.com/player/kaden-elliss/8035/,8035,"6'3""",240,Idaho,2019,7,244,Saints
Lakiem Williams,LB,Seahawks,TRUE,2022,1,705000,705000,https://overthecap.com/player/lakiem-williams/10022/,10022,"6'0""",225,Syracuse,2021,NA,NA,Seahawks
Aaron Donkor,LB,Seahawks,TRUE,2022,1,705000,705000,https://overthecap.com/player/aaron-donkor/9985/,9985,"6'2""",NA,NA,2021,NA,NA,Seahawks
Anthony Hines III,LB,Rams,TRUE,2022,1,705000,705000,https://overthecap.com/player/anthony-hines-iii/9848/,9848,"6'3""",226,Texas A&M,2021,NA,NA,Cowboys
Natrez Patrick,LB,Lions,TRUE,2022,1,0,0,https://overthecap.com/player/natrez-patrick/8481/,8481,"6'3""",238,Georgia,2019,NA,NA,Rams
Kenny Young,LB,Raiders,TRUE,2022,1,0,0,https://overthecap.com/player/kenny-young/7007/,7007,"6'1""",235,UCLA,2018,4,122,Ravens
Vince Biegel,LB,Ravens,TRUE,2022,1,0,0,https://overthecap.com/player/vince-biegel/5694/,5694,"6'3""",246,Wisconsin,2017,4,108,Packers
