ID,OffensiveYardarge,RB,TE,Down,ToGo,TotalToGo,Formation,EPA,RusherStrength,BlockerStrength,DefenderStrength
28492,3,1,2,2,4,35,3-4,0.012569,0.03796216075595333,0.03446802007773319,0.025856779287730374
28509,3,1,2,1,10,42,3-4,-0.230043,0.03796216075595333,0.03446802007773319,0.02583079450172612
28510,5,1,1,2,7,39,3-4,0.166527,0.03796216075595333,0.03446802007773319,0.027842318490699684
28511,3,1,1,3,2,34,0-0,0.608728,0.03796216075595333,0.03446802007773319,0.02205308052036819
28513,2,1,1,2,6,27,0-0,-0.365067,0.03796216075595333,0.03446802007773319,0.031610665175800114
28517,1,1,1,3,1,58,3-4,0.398474,0.02520849962944511,0.029556172413161892,0.022119542585508394
28524,2,1,1,2,5,58,3-4,-0.385222,0.03796216075595333,0.03446802007773319,0.026570195695980032
28526,7,1,1,1,10,38,4-3,0.52484,0.02520849962944511,0.029556172413161892,0.02858075450493573
28532,2,1,2,2,11,78,3-4,-0.381592,0.03796216075595333,0.03446802007773319,0.02355696250297764
28533,1,1,2,3,9,76,3-4,-0.942019,0.03796216075595333,0.03446802007773319,0.02355696250297764
28538,-1,2,2,1,10,34,0-0,-0.666547,0.03796216075595333,0.03446802007773319,0.02833870748254129
28539,2,1,1,1,10,73,4-3,-0.341389,0.02730564513909665,0.03466522418023544,0.021911799419651073
28542,2,1,1,1,10,74,3-4,-0.340568,0.0047349631703156175,0.02971657026358872,0.030057538032467836
28545,5,1,1,1,10,60,4-3,0.104071,0.02730564513909665,0.03466522418023544,0.039730214029858706
28548,3,1,3,4,1,51,0-0,2.048903,0.02730564513909665,0.03466522418023544,0.011830119871633571
28549,48,1,1,1,10,48,4-3,3.422899,0.02730564513909665,0.03466522418023544,0.011830119871633571
28550,5,1,1,1,10,75,3-4,0.138211,0.0047349631703156175,0.02971657026358872,0.030057538032467836
28551,2,1,1,2,5,70,3-4,-0.553541,0.0047349631703156175,0.02971657026358872,0.030057538032467836
28553,3,1,2,1,10,64,4-3,-0.153842,0.0047349631703156175,0.02971657026358872,0.014541611917132236
28555,4,1,2,1,10,46,3-4,-0.09504,0.0047349631703156175,0.02971657026358872,0.019238096018056337
28562,1,1,2,2,7,72,4-3,-0.654727,0.02730564513909665,0.03466522418023544,0.018811108293535207
28564,-2,1,2,1,5,54,3-4,-0.278973,0.0047349631703156175,0.02971657026358872,0.01570290168472734
28565,7,1,1,2,7,56,3-4,0.747062,0.0047349631703156175,0.02971657026358872,0.01570290168472734
28566,3,1,1,1,10,49,3-4,-0.194403,0.0047349631703156175,0.02971657026358872,0.01570290168472734
28570,3,1,1,3,3,26,3-4,0.889834,0.0047349631703156175,0.02971657026358872,0.019238096018056337
28576,7,1,1,1,5,68,4-3,0.258217,0.02730564513909665,0.03466522418023544,0.032749225607957066
28577,-4,1,2,1,10,61,4-3,-0.99567,0.02730564513909665,0.03466522418023544,0.04091429569533882
28579,2,2,1,1,10,77,3-4,-0.404794,0.0047349631703156175,0.02971657026358872,0.01790998827842818
28580,-3,1,1,2,8,75,4-3,-0.913806,0.0047349631703156175,0.02971657026358872,0.028101271040340367
28582,2,1,1,1,10,75,4-3,-0.376269,0.02730564513909665,0.03466522418023544,0.018811108293535207
28585,10,1,1,2,10,63,4-3,1.042652,0.02730564513909665,0.03466522418023544,0.018811108293535207
28588,2,1,1,3,1,44,4-3,0.287125,0.02730564513909665,0.03466522418023544,0.032749225607957066
28589,-3,1,1,1,10,42,4-3,-0.808557,0.02730564513909665,0.03466522418023544,0.032749225607957066
28598,1,1,1,3,2,48,3-4,-0.908436,0.0047349631703156175,0.02971657026358872,0.030057538032467836
28599,0,1,1,4,1,47,3-4,-3.467021,0.0047349631703156175,0.02971657026358872,0.030057538032467836
28600,-1,1,2,1,10,52,4-3,-0.625885,0.02730564513909665,0.03466522418023544,0.027363724926818645
28602,6,1,3,1,10,41,0-0,0.258644,0.02730564513909665,0.03466522418023544,0.019690411213573723
28603,15,1,2,2,4,35,4-3,1.152224,0.02730564513909665,0.03466522418023544,0.029648534481841203
28606,1,2,1,1,10,63,4-3,-0.398828,0.0047349631703156175,0.02971657026358872,0.023986312155329762
28607,1,1,1,2,9,62,3-4,-0.707912,0.0047349631703156175,0.02971657026358872,0.028908153304785668
28609,2,1,2,1,10,40,4-3,-0.326639,0.02730564513909665,0.03466522418023544,0.04161845661498475
28613,3,1,1,1,10,62,4-3,-0.12171,0.0047349631703156175,0.02971657026358872,0.021736608759315927
28614,-3,1,2,2,7,59,4-3,-1.395189,0.0047349631703156175,0.02971657026358872,0.021736608759315927
28623,4,1,1,1,10,55,4-3,-0.069994,0.02730564513909665,0.03466522418023544,0.036629522903742835
28625,2,1,2,3,1,46,4-3,0.303193,0.02730564513909665,0.03466522418023544,0.03284733337195319
28626,2,1,2,1,10,44,4-3,-4.743089,0.02730564513909665,0.03466522418023544,0.028766309976069254
28630,8,1,1,2,6,31,4-3,0.791903,0.0047349631703156175,0.02971657026358872,0.015187117728688474
28636,1,1,2,1,10,79,4-3,-0.585267,0.02730564513909665,0.03466522418023544,0.02279402392542302
28638,2,1,1,3,10,79,3-4,-0.98334,0.02730564513909665,0.03466522418023544,0.024044140734901458
28644,6,1,1,1,10,75,4-3,0.355489,0.02730564513909665,0.03466522418023544,0.036629522903742835
28645,11,1,1,2,4,69,4-3,0.609534,0.02730564513909665,0.03466522418023544,0.036629522903742835
28647,7,1,1,2,10,58,4-3,0.25308,0.02730564513909665,0.03466522418023544,0.036629522903742835
28648,6,1,1,3,3,51,4-3,0.959378,0.02730564513909665,0.03466522418023544,0.021911799419651073
28650,-1,2,2,2,11,39,4-3,-1.145028,0.0047349631703156175,0.02971657026358872,0.023762941951300413
28651,2,1,2,3,12,40,4-3,-0.798525,0.0047349631703156175,0.02971657026358872,0.028908153304785668
28661,4,1,2,2,1,56,3-4,-0.290722,0.033768230363296674,0.03717675303231835,0.0249882323039278
28663,3,2,1,2,10,52,4-3,-0.406301,0.033768230363296674,0.03717675303231835,0.02576434553294834
28665,6,2,1,1,10,24,4-3,0.202585,0.033768230363296674,0.03717675303231835,0.014023614300696543
28677,1,1,1,1,10,73,4-3,-0.453113,0.005826642007296648,0.031765010644784576,0.027789387588809916
28678,-4,1,1,2,9,72,4-3,-1.20356,0.005826642007296648,0.031765010644784576,0.027789387588809916
28680,0,1,3,1,10,62,4-3,-0.5294,0.005826642007296648,0.031765010644784576,0.016871912064891924
28681,1,1,2,1,10,57,4-3,-0.315632,0.005826642007296648,0.031765010644784576,0.020001577125178818
28682,0,1,1,2,9,56,4-3,-0.907913,0.005826642007296648,0.031765010644784576,0.019317945461672148
28684,3,1,2,1,10,45,4-3,-0.18715,0.005826642007296648,0.031765010644784576,0.01827744754904005
28685,10,1,2,2,7,42,4-3,0.796455,0.005826642007296648,0.031765010644784576,0.016521772153033566
28686,2,1,1,1,10,32,4-3,-0.272596,0.005826642007296648,0.031765010644784576,0.021938196517901392
28698,71,1,1,2,10,71,3-4,5.276356,0.033768230363296674,0.03717675303231835,0.02576434553294834
28699,2,1,2,1,10,60,4-3,-0.205703,0.005826642007296648,0.031765010644784576,0.021593084962141414
28701,0,1,2,1,10,49,4-3,-0.51606,0.005826642007296648,0.031765010644784576,0.013551381184945963
28702,-1,1,2,2,10,49,4-3,-1.103857,0.005826642007296648,0.031765010644784576,0.02000450022676336
28705,5,1,3,1,10,31,4-3,0.047918,0.005826642007296648,0.031765010644784576,0.03251427901815865
28706,4,1,1,2,5,26,4-3,-0.088621,0.005826642007296648,0.031765010644784576,0.03251427901815865
28709,5,1,1,2,19,26,4-3,0.213673,0.005826642007296648,0.031765010644784576,0.028532652582851384
28713,2,1,1,1,10,75,0-0,-0.376269,0.033768230363296674,0.03717675303231835,0.022966717340564873
28716,3,2,2,1,10,50,4-3,-0.184003,0.033768230363296674,0.03717675303231835,0.02576434553294834
28717,7,2,1,2,7,47,4-3,0.659891,0.033768230363296674,0.03717675303231835,0.02576434553294834
28718,4,1,2,1,10,40,4-3,-0.065557,0.033768230363296674,0.03717675303231835,0.018452781026744036
28719,2,1,1,2,6,36,3-4,-0.280987,0.033768230363296674,0.03717675303231835,0.018452781026744036
28724,3,1,2,1,10,57,4-3,-0.126251,0.033768230363296674,0.03717675303231835,0.02458606684442375
28727,2,1,2,1,10,75,4-3,-0.359615,0.005826642007296648,0.031765010644784576,0.027789387588809916
28728,4,1,2,2,8,73,4-3,-0.183887,0.005826642007296648,0.031765010644784576,0.027789387588809916
28730,0,1,1,4,1,66,4-3,-3.00016,0.005826642007296648,0.031765010644784576,0.02607160084069942
28748,-2,2,1,2,6,21,3-4,-0.742402,0.033768230363296674,0.03717675303231835,0.02458606684442375
28761,2,2,1,1,10,33,3-4,-0.302858,0.033768230363296674,0.03717675303231835,0.022750129750021025
28762,7,2,1,2,8,31,4-3,-0.010461,0.033768230363296674,0.03717675303231835,0.022750129750021025
28763,6,2,1,3,1,24,4-3,1.295171,0.033768230363296674,0.03717675303231835,0.022750129750021025
28776,7,1,1,1,10,75,3-4,0.534373,0.046262635908784364,0.05799156209254766,0.03497174719824666
28782,1,1,1,1,10,75,3-4,-0.517927,0.03191924748466482,0.034528580581803595,0.015753079252805197
28783,4,1,1,2,9,74,4-3,-0.219162,0.03191924748466482,0.034528580581803595,0.015753079252805197
28787,0,1,3,1,10,75,3-4,-0.654398,0.03191924748466482,0.034528580581803595,0.018442452419169184
28790,-1,1,1,1,10,57,3-4,-0.658295,0.03191924748466482,0.034528580581803595,0.013195372879536368
28794,3,1,1,2,1,35,3-4,0.163771,0.03191924748466482,0.034528580581803595,0.02028599400340032
28795,1,1,1,1,10,32,3-4,-0.38784,0.03191924748466482,0.034528580581803595,0.02028599400340032
28797,3,1,3,1,10,21,3-4,-0.106794,0.03191924748466482,0.034528580581803595,0.015103183835828088
28801,7,1,2,1,10,75,3-4,0.534373,0.046262635908784364,0.05799156209254766,0.029344896463172225
28802,13,1,2,2,3,68,3-4,0.555808,0.046262635908784364,0.05799156209254766,0.025653054312917103
28803,-2,1,2,1,10,55,3-4,-0.757267,0.046262635908784364,0.05799156209254766,0.025737919202028968
28808,-4,1,2,1,10,40,3-4,-0.925296,0.03191924748466482,0.034528580581803595,0.016392801549597498
28813,5,1,1,2,10,30,3-4,-0.080968,0.046262635908784364,0.05799156209254766,0.02737370778196189
28820,3,1,1,1,10,75,3-4,-0.233178,0.03191924748466482,0.034528580581803595,0.02028599400340032
28822,3,1,1,1,10,64,3-4,-0.149181,0.03191924748466482,0.034528580581803595,0.01741734490248749
28823,0,1,1,2,7,61,3-4,-0.852762,0.03191924748466482,0.034528580581803595,0.017774217732121855
28824,1,1,2,1,10,35,3-4,-0.423077,0.03191924748466482,0.034528580581803595,0.015103183835828088
28840,-1,2,2,1,10,75,3-4,-0.78828,0.03191924748466482,0.034528580581803595,0.016495532680184298
28845,1,1,2,1,10,55,3-4,-0.340441,0.046262635908784364,0.05799156209254766,0.032476949158540824
28850,4,1,1,1,10,21,3-4,-0.038709,0.046262635908784364,0.05799156209254766,0.025573604790685087
28854,7,1,2,1,10,75,3-4,0.587494,0.03191924748466482,0.034528580581803595,0.015753079252805197
28855,1,1,1,2,3,68,3-4,-0.871311,0.03191924748466482,0.034528580581803595,0.011205866881497524
28856,1,1,1,3,2,67,3-4,-1.32109,0.03191924748466482,0.034528580581803595,0.015753079252805197
28857,22,1,3,4,1,66,4-3,3.317521,0.03191924748466482,0.034528580581803595,0.013668267837642693
28859,5,1,1,1,10,31,3-4,0.113966,0.03191924748466482,0.034528580581803595,0.016506129072622437
28860,0,1,1,2,5,26,3-4,-0.696366,0.03191924748466482,0.034528580581803595,0.019821608650320503
28862,9,1,1,1,10,75,3-4,0.956543,0.046262635908784364,0.05799156209254766,0.033503344844729235
28863,0,1,1,1,10,60,3-4,-5.507465,0.046262635908784364,0.05799156209254766,0.03497174719824666
28864,1,1,1,1,10,31,3-4,-0.375288,0.03191924748466482,0.034528580581803595,0.022638383971138352
28869,5,1,3,1,10,75,3-4,0.138211,0.046262635908784364,0.05799156209254766,0.02433373089666637
28870,3,1,1,2,5,70,3-4,-0.40511200000000003,0.046262635908784364,0.05799156209254766,0.019473962243896647
28871,2,1,1,3,2,67,3-4,0.860909,0.046262635908784364,0.05799156209254766,0.019045859806497867
28876,4,1,1,1,10,30,3-4,-0.05812,0.046262635908784364,0.05799156209254766,0.021968760283602482
28877,0,1,3,2,6,26,3-4,-0.568881,0.046262635908784364,0.05799156209254766,0.025737919202028968
28889,3,1,2,1,10,78,3-4,-0.296174,0.046262635908784364,0.05799156209254766,0.02870779024011434
28899,-3,1,1,1,10,75,3-4,-5.299506,0.046262635908784364,0.05799156209254766,0.03859131982974921
28900,16,1,1,1,10,21,3-4,0.706283,0.03191924748466482,0.034528580581803595,0.015753079252805197
28914,4,1,2,1,10,72,3-4,-0.06873,0.02954692254945959,0.037711463390559655,0.03904695366438439
28915,7,1,1,2,6,68,3-4,0.676116,0.02954692254945959,0.037711463390559655,0.04295659064405559
28916,2,2,1,1,10,61,3-4,-0.230782,0.02954692254945959,0.037711463390559655,0.03811846078512206
28918,11,2,1,1,10,49,3-4,0.523396,0.02954692254945959,0.037711463390559655,0.0286150497314901
28919,0,1,1,1,10,38,3-4,-0.557353,0.02954692254945959,0.037711463390559655,0.0249325918337245
28921,1,1,1,3,1,29,3-4,0.584741,0.02954692254945959,0.037711463390559655,0.037329036915290145
28922,2,1,1,1,10,28,3-4,-0.252003,0.02954692254945959,0.037711463390559655,0.029863229532232118
28928,-1,1,1,1,10,75,4-3,-0.78828,0.023141448544722432,0.04219553610623163,0.02581391966103633
28935,-3,2,1,1,10,71,0-0,-0.973339,0.02954692254945959,0.037711463390559655,0.036046237058392994
28938,14,1,3,1,10,75,4-3,0.867524,0.023141448544722432,0.04219553610623163,0.02581391966103633
28939,2,1,2,1,10,61,4-3,-0.266068,0.023141448544722432,0.04219553610623163,0.023706740082542227
28941,0,1,1,1,10,44,3-4,-0.534694,0.023141448544722432,0.04219553610623163,0.023126071944030532
28944,2,1,1,2,4,25,3-4,-0.600104,0.023141448544722432,0.04219553610623163,0.03100961328017658
28945,-2,1,2,3,2,23,4-3,-1.193409,0.023141448544722432,0.04219553610623163,0.025049102894534308
28947,-4,2,1,1,10,55,3-4,-1.004864,0.02954692254945959,0.037711463390559655,0.027347276783564245
28952,1,1,2,1,10,72,3-4,-0.461234,0.023141448544722432,0.04219553610623163,0.026210909773955546
28953,7,1,1,2,9,71,0-0,0.103615,0.023141448544722432,0.04219553610623163,0.013917189174338275
28955,4,1,2,1,10,56,3-4,-0.067537,0.023141448544722432,0.04219553610623163,0.02581391966103633
28956,13,1,1,2,6,52,3-4,0.998415,0.023141448544722432,0.04219553610623163,0.03100961328017658
28957,4,1,1,1,10,39,3-4,-0.060195,0.023141448544722432,0.04219553610623163,0.021847997930813327
28958,5,1,3,2,6,35,3-4,-0.123902,0.023141448544722432,0.04219553610623163,0.01307930862619413
28959,0,2,2,3,1,30,4-3,-0.975905,0.023141448544722432,0.04219553610623163,0.011708835148504303
28960,2,1,1,4,1,30,4-3,1.938357,0.023141448544722432,0.04219553610623163,0.02174416811934847
28965,10,1,1,2,1,66,4-3,0.076869,0.02954692254945959,0.037711463390559655,0.04295659064405559
28976,-1,1,1,1,10,35,3-4,-0.612327,0.023141448544722432,0.04219553610623163,0.027879401165909933
28982,7,1,2,1,10,40,4-3,0.500187,0.023141448544722432,0.04219553610623163,0.027879401165909933
28983,-2,1,1,2,3,33,4-3,-1.004082,0.023141448544722432,0.04219553610623163,0.027879401165909933
28988,3,1,1,1,15,46,3-4,-0.3998,0.02954692254945959,0.037711463390559655,0.01945036411854447
28993,-3,1,2,1,10,71,3-4,-0.973339,0.02954692254945959,0.037711463390559655,0.037329036915290145
28994,4,2,1,2,13,74,3-4,-0.216856,0.02954692254945959,0.037711463390559655,0.037329036915290145
28999,1,1,2,1,10,55,4-3,-0.35422,0.023141448544722432,0.04219553610623163,0.027879401165909933
29002,4,1,1,2,9,36,3-4,-0.0375,0.023141448544722432,0.04219553610623163,0.022921999003131174
29004,1,1,1,1,10,25,3-4,-0.328156,0.023141448544722432,0.04219553610623163,0.024119653473941734
29007,4,1,1,1,10,71,3-4,-0.081442,0.02954692254945959,0.037711463390559655,0.03164575034779975
29009,2,2,1,1,10,60,3-4,-0.205703,0.02954692254945959,0.037711463390559655,0.03164575034779975
29012,4,1,1,1,10,79,3-4,-0.155367,0.023141448544722432,0.04219553610623163,0.027879401165909933
29013,5,1,1,2,6,75,4-3,0.283827,0.023141448544722432,0.04219553610623163,0.027879401165909933
29015,5,2,1,1,10,76,0-0,0.133406,0.02954692254945959,0.037711463390559655,0.036046237058392994
29016,0,2,1,2,5,71,3-4,-0.829022,0.02954692254945959,0.037711463390559655,0.04118543460664389
29034,17,2,1,1,10,52,3-4,0.97459,0.04686992018389902,0.048033463686989276,0.02656532618409809
29035,2,2,1,1,10,35,3-4,-0.315358,0.04686992018389902,0.048033463686989276,0.024778638076888397
29036,5,2,1,2,8,33,0-0,-0.062571,0.04686992018389902,0.048033463686989276,0.023005770210855814
29043,6,1,2,1,10,43,3-4,0.099016,0.02841837990600531,0.04269592179098982,0.022443703424465458
29052,12,1,1,1,10,75,0-0,0.765059,0.04686992018389902,0.048033463686989276,0.029142399596497878
29054,6,1,1,1,10,45,3-4,0.164083,0.04686992018389902,0.048033463686989276,0.029707670594819675
29055,0,2,1,2,14,49,3-4,-1.628647,0.04686992018389902,0.048033463686989276,0.02433921658872944
29058,2,1,1,1,10,46,3-4,-0.293407,0.02841837990600531,0.04269592179098982,0.03188009936779607
29078,0,2,1,2,2,51,3-4,-5.107884,0.04686992018389902,0.048033463686989276,0.02272596780336254
29081,0,1,1,3,1,40,4-3,-1.415563,0.02841837990600531,0.04269592179098982,0.02415893780434331
29086,3,1,2,1,10,78,3-4,-0.296174,0.02841837990600531,0.04269592179098982,0.022443703424465458
29088,2,1,1,3,3,71,3-4,-1.10139,0.02841837990600531,0.04269592179098982,0.025372184066017996
29089,2,1,1,4,1,69,3-4,2.133999,0.02841837990600531,0.04269592179098982,0.025372184066017996
29090,11,1,2,1,10,67,3-4,0.5398,0.02841837990600531,0.04269592179098982,0.022443703424465458
29092,-3,1,2,2,6,52,3-4,-1.108359,0.02841837990600531,0.04269592179098982,0.029663585358042664
29097,3,2,1,1,10,75,3-4,-0.233178,0.04686992018389902,0.048033463686989276,0.027551821208995995
29098,-1,2,1,2,7,72,3-4,-0.893425,0.04686992018389902,0.048033463686989276,0.024146815441642166
29100,9,2,2,4,1,66,4-3,2.611547,0.04686992018389902,0.048033463686989276,0.02706420565279135
29101,1,2,0,1,10,57,0-0,-0.346046,0.04686992018389902,0.048033463686989276,0.018755613247345034
29119,3,2,1,1,10,59,3-4,-0.113666,0.04686992018389902,0.048033463686989276,0.026415143098372295
29120,0,2,1,2,7,56,3-4,-0.758424,0.04686992018389902,0.048033463686989276,0.026492838515845364
29124,2,2,1,1,10,27,3-4,-0.257198,0.04686992018389902,0.048033463686989276,0.01942353132909223
29126,1,1,2,1,10,64,3-4,-0.406513,0.02841837990600531,0.04269592179098982,0.03414120787734877
29128,0,1,1,1,10,41,3-4,-0.495139,0.02841837990600531,0.04269592179098982,0.03188009936779607
29130,18,1,2,1,20,38,3-4,1.336001,0.02841837990600531,0.04269592179098982,0.021143486721681662
29136,-1,1,3,1,10,39,3-4,-0.614007,0.02841837990600531,0.04269592179098982,0.03188009936779607
29137,-1,1,3,2,11,40,3-4,-1.149059,0.02841837990600531,0.04269592179098982,0.03031983932445552
29138,-1,1,3,3,12,41,3-4,-1.541879,0.02841837990600531,0.04269592179098982,0.03031983932445552
29139,4,1,1,1,10,75,3-4,-0.063134,0.01625963808332278,0.0361047542210841,0.014566075546039996
29141,8,1,2,1,10,64,3-4,0.701074,0.01625963808332278,0.0361047542210841,0.017052620098646304
29142,16,1,2,2,2,56,3-4,0.508849,0.01625963808332278,0.0361047542210841,0.014566075546039996
29143,5,1,2,1,10,40,3-4,0.098747,0.01625963808332278,0.0361047542210841,0.009066602266217012
29145,4,1,1,3,1,31,3-4,1.025835,0.01625963808332278,0.0361047542210841,0.009066602266217012
29146,0,1,1,1,15,32,3-4,-0.613731,0.01625963808332278,0.0361047542210841,0.011302639111672659
29147,0,1,1,2,15,32,3-4,-2.508751,0.01625963808332278,0.0361047542210841,0.011302639111672659
29150,1,2,1,2,10,75,3-4,-0.527692,0.015147672864145013,0.03651305666637595,0.011333509591734571
29152,3,1,2,1,10,34,3-4,-0.179066,0.01625963808332278,0.0361047542210841,0.015753433642705143
29155,4,1,2,1,10,75,3-4,-0.05709,0.015147672864145013,0.03651305666637595,0.011333509591734571
29159,3,2,1,1,10,75,3-4,-0.221613,0.015147672864145013,0.03651305666637595,0.004694704901871881
29163,-2,1,1,1,20,48,3-4,-1.046372,0.015147672864145013,0.03651305666637595,0.014166886989668214
29166,1,1,2,1,10,75,3-4,-0.517927,0.01625963808332278,0.0361047542210841,0.015166305345621932
29170,5,1,1,1,10,38,3-4,0.119751,0.01625963808332278,0.0361047542210841,0.016643737438630693
29171,7,1,1,2,5,33,3-4,0.704759,0.01625963808332278,0.0361047542210841,0.016643737438630693
29176,10,1,1,1,10,66,3-4,0.485718,0.015147672864145013,0.03651305666637595,4.4317425772240685e-4
29177,4,1,1,1,10,56,3-4,-0.114872,0.015147672864145013,0.03651305666637595,4.4317425772240685e-4
29178,7,1,2,2,6,52,3-4,0.821311,0.015147672864145013,0.03651305666637595,4.4317425772240685e-4
29185,3,1,1,1,10,69,3-4,-0.186151,0.01625963808332278,0.0361047542210841,0.009635638980228255
29189,5,1,1,3,1,49,4-3,0.431677,0.01625963808332278,0.0361047542210841,0.012341514570170723
29201,4,1,1,2,1,66,3-4,-0.202638,0.015147672864145013,0.03651305666637595,0.011333509591734571
29206,10,1,2,2,6,76,3-4,1.052343,0.01625963808332278,0.0361047542210841,0.014566075546039996
29207,21,1,2,1,10,66,3-4,1.07659,0.01625963808332278,0.0361047542210841,0.014566075546039996
29208,0,1,2,1,10,45,3-4,-0.54135,0.01625963808332278,0.0361047542210841,0.014566075546039996
29210,5,1,2,1,10,34,3-4,0.135157,0.01625963808332278,0.0361047542210841,0.009066602266217012
29213,2,1,1,4,1,25,3-4,1.556753,0.01625963808332278,0.0361047542210841,0.012243093304498628
29222,8,1,2,1,10,60,3-4,0.561118,0.01625963808332278,0.0361047542210841,0.013847030653396274
29224,0,1,2,1,10,33,3-4,-0.470445,0.01625963808332278,0.0361047542210841,0.013847030653396274
29226,17,1,1,3,10,33,3-4,2.119348,0.01625963808332278,0.0361047542210841,0.010550210995095134
29234,1,1,1,2,2,56,3-4,-0.270241,0.015147672864145013,0.03651305666637595,0.0045845787552294594
29235,2,1,1,3,1,55,3-4,0.304252,0.015147672864145013,0.03651305666637595,0.0045845787552294594
29242,-2,1,2,1,10,41,3-4,-0.752443,0.01625963808332278,0.0361047542210841,0.015166305345621932
29243,5,1,2,2,12,43,3-4,-0.132847,0.01625963808332278,0.0361047542210841,0.015166305345621932
29244,3,1,1,3,7,38,3-4,-0.699493,0.01625963808332278,0.0361047542210841,0.01247832777868169
29247,7,1,1,1,10,61,0-0,0.301773,0.015147672864145013,0.03651305666637595,0.011137000615663336
29254,7,1,1,1,10,75,0-0,0.534373,0.015147672864145013,0.03651305666637595,-7.573660866179894e-4
29255,7,1,1,2,3,68,0-0,0.266818,0.015147672864145013,0.03651305666637595,-7.573660866179894e-4
29256,4,1,1,1,10,61,0-0,-0.020287,0.015147672864145013,0.03651305666637595,-7.573660866179894e-4
29257,25,1,1,2,6,57,0-0,1.568252,0.015147672864145013,0.03651305666637595,-7.573660866179894e-4
29258,0,1,1,1,10,32,3-4,-0.499137,0.015147672864145013,0.03651305666637595,-0.0015193492779828851
29259,3,1,1,2,10,32,3-4,-0.191899,0.015147672864145013,0.03651305666637595,-0.0015193492779828851
29260,-2,1,1,3,7,29,3-4,-1.226996,0.015147672864145013,0.03651305666637595,-0.0015193492779828851
29261,4,1,1,4,9,31,3-4,-2.672775,0.015147672864145013,0.03651305666637595,-0.0015193492779828851
29262,-2,1,2,1,10,73,3-4,-0.909753,0.01625963808332278,0.0361047542210841,0.012361531432086804
29263,18,1,2,1,10,45,3-4,0.935666,0.02535778839844347,0.032744063197543756,0.021182223732821585
29264,7,1,2,1,10,27,3-4,0.239558,0.02535778839844347,0.032744063197543756,0.019133505479790695
29269,3,1,1,3,1,66,3-4,0.791686,0.009620583780923406,0.034712080305243136,0.02626825540638872
29270,4,1,2,1,10,63,3-4,-0.018979,0.009620583780923406,0.034712080305243136,0.0284961286096522
29271,4,1,2,2,6,59,3-4,-0.064035,0.009620583780923406,0.034712080305243136,0.0284961286096522
29273,11,1,1,1,10,51,3-4,0.543538,0.009620583780923406,0.034712080305243136,0.022320833716743874
29278,14,1,3,1,15,62,3-4,1.047062,0.02535778839844347,0.032744063197543756,0.017947164169121982
29279,0,1,1,2,1,48,3-4,-0.289439,0.02535778839844347,0.032744063197543756,0.017947164169121982
29280,0,1,2,3,1,48,3-4,-1.286502,0.02535778839844347,0.032744063197543756,0.01811522965966004
29281,-1,1,2,4,1,48,3-4,-3.490577,0.02535778839844347,0.032744063197543756,0.01811522965966004
29289,20,1,1,1,10,61,3-4,0.990464,0.009620583780923406,0.034712080305243136,0.02626825540638872
29294,3,1,1,2,5,70,0-0,-0.40511200000000003,0.02535778839844347,0.032744063197543756,0.029415858563137116
29297,23,1,1,2,10,62,0-0,1.781338,0.02535778839844347,0.032744063197543756,0.030905738537954624
29298,0,1,2,1,10,39,3-4,-0.536451,0.02535778839844347,0.032744063197543756,0.018559614106425606
29301,4,1,1,2,10,27,0-0,-0.219138,0.02535778839844347,0.032744063197543756,0.014013229726310366
29310,1,1,1,1,10,52,3-4,-0.404837,0.02535778839844347,0.032744063197543756,0.017947164169121982
29314,7,1,1,1,10,59,3-4,0.375945,0.009620583780923406,0.034712080305243136,0.02626825540638872
29315,6,1,1,2,3,52,3-4,0.3373,0.009620583780923406,0.034712080305243136,0.02626825540638872
29316,-1,1,1,1,10,46,3-4,-0.654387,0.009620583780923406,0.034712080305243136,0.02626825540638872
29321,3,1,1,1,10,79,0-0,-0.328773,0.02535778839844347,0.032744063197543756,0.02405027676880675
29332,0,1,1,1,10,75,3-4,-0.654398,0.009620583780923406,0.034712080305243136,0.02626825540638872
29341,6,1,1,1,10,70,3-4,0.204356,0.02535778839844347,0.032744063197543756,0.016768581737233758
29342,2,1,1,2,4,64,3-4,-0.516837,0.02535778839844347,0.032744063197543756,0.016768581737233758
29343,3,1,1,3,2,62,3-4,0.874958,0.02535778839844347,0.032744063197543756,0.01878447937663022
29344,3,1,2,1,10,59,3-4,-0.104263,0.02535778839844347,0.032744063197543756,0.019133505479790695
29346,5,1,1,1,10,46,3-4,0.010086,0.02535778839844347,0.032744063197543756,0.013483996725625476
29348,1,1,3,1,10,35,3-4,-0.455984,0.02535778839844347,0.032744063197543756,0.018679099709075442
29349,-2,1,1,2,9,34,0-0,-1.022734,0.02535778839844347,0.032744063197543756,0.02239459977898435
29353,3,1,1,3,1,72,4-3,0.569545,0.009620583780923406,0.034712080305243136,0.03002821437230432
29354,2,1,1,1,10,69,3-4,-0.307228,0.009620583780923406,0.034712080305243136,0.03002821437230432
29362,4,1,2,1,10,33,3-4,-0.032308,0.009620583780923406,0.034712080305243136,0.028301964384901804
29364,2,1,2,3,1,24,4-3,1.008066,0.009620583780923406,0.034712080305243136,0.032293312640638325
29366,22,1,2,2,10,22,3-4,2.245488,0.009620583780923406,0.034712080305243136,0.02626825540638872
29376,11,1,1,1,10,62,3-4,0.549893,0.009620583780923406,0.034712080305243136,0.030483390309525224
